(0.0873862,0)
(0.595628,0)
(-0.549693,0)
(-0.598842,0)
(0.944433,0)
(0.308147,0)
(-0.298114,0)
(0.84376,0)
(-0.384325,0)
(0.58586,0)
(0.48059,0)
(-0.639757,0)
(-0.408855,0)
(-0.849219,0)
(-0.379722,0)
(0.275607,0)
(-0.493352,0)
(-0.253421,0)
(-0.97811,0)
(0.11229,0)
(0.714055,0)
(0.0930195,0)
(-0.0511535,0)
(0.766411,0)
(-0.381428,0)
(0.020082,0)
(-0.643078,0)
(0.713882,0)
(-0.14093,0)
(-0.221342,0)
(-0.831838,0)
(0.0727752,0)
(-0.637724,0)
(-0.0604367,0)
(-0.888628,0)
(-0.540047,0)
(0.946276,0)
(0.406347,0)
(0.087006,0)
(-0.887361,0)
(0.452186,0)
(0.974518,0)
(-0.764362,0)
(0.514265,0)
(-0.927599,0)
(-0.650519,0)
(-0.634376,0)
(-0.611579,0)
(0.85568,0)
(-0.00613023,0)
(0.468445,0)
(0.512426,0)
(0.545825,0)
(-0.0461552,0)
(0.528605,0)
(0.445766,0)
(0.236944,0)
(0.639192,0)
(-0.501193,0)
(0.0721557,0)
(-0.199439,0)
(0.218967,0)
(0.720511,0)
(-0.386391,0)
(-0.234654,0)
(-0.345661,0)
(-0.134457,0)
(-0.0941028,0)
(0.327765,0)
(0.834993,0)
(0.761455,0)
(0.849558,0)
(-0.426662,0)
(0.295796,0)
(0.386444,0)
(-0.83257,0)
(-0.456031,0)
(0.658702,0)
(-0.314341,0)
(-0.519017,0)
(-0.351547,0)
(0.349782,0)
(-0.509495,0)
(0.692199,0)
(-0.7575,0)
(0.0874694,0)
(0.335292,0)
(0.827177,0)
(0.636312,0)
(0.883729,0)
(0.407051,0)
(0.183174,0)
(-0.00976078,0)
(0.268972,0)
(0.97368,0)
(-0.309915,0)
(0.262073,0)
(-0.43932,0)
(-0.955119,0)
(-0.794904,0)
(0.0576039,0)
(0.292509,0)
(0.56449,0)
(0.74238,0)
(0.31346,0)
(0.935565,0)
(0.0822065,0)
(-0.772001,0)
(0.807697,0)
(0.0471382,0)
(-0.63198,0)
(0.20398,0)
(0.505494,0)
(0.277026,0)
(0.53869,0)
(0.329055,0)
(0.239967,0)
(-0.000229109,0)
(-0.594574,0)
(0.551707,0)
(0.163653,0)
(-0.548573,0)
(-0.277579,0)
(-0.0907669,0)
(-0.673164,0)
(0.995023,0)
(0.944911,0)
(-0.746359,0)
(0.641508,0)
(0.452714,0)
(0.502249,0)
(0.529137,0)
(0.864539,0)
(0.951424,0)
(-0.357698,0)
(-0.875737,0)
(0.93211,0)
(0.500193,0)
(0.862312,0)
(0.0582386,0)
(0.21873,0)
(0.716782,0)
(0.521889,0)
(0.84844,0)
(-0.16903,0)
(0.208785,0)
(-0.635096,0)
(0.0563185,0)
(-0.495093,0)
(0.882118,0)
(-0.427097,0)
(-0.588576,0)
(0.61183,0)
(-0.669976,0)
(-0.684286,0)
(-0.61484,0)
(0.838977,0)
(-0.824571,0)
(-0.0225642,0)
(-0.0635654,0)
(-0.198931,0)
(-0.342202,0)
(0.897372,0)
(-0.624524,0)
(-0.942353,0)
(0.407599,0)
(-0.0386287,0)
(0.102789,0)
(-0.224821,0)
(0.923661,0)
(0.613474,0)
(0.232852,0)
(-0.316966,0)
(-0.913873,0)
(0.997591,0)
(-0.158481,0)
(0.0303264,0)
(-0.0785418,0)
(-0.917632,0)
(-0.766747,0)
(-0.576572,0)
(0.286942,0)
(-0.964821,0)
(0.031383,0)
(-0.401169,0)
(0.268876,0)
(0.80781,0)
(0.191873,0)
(-0.144363,0)
(-0.0151196,0)
(0.226923,0)
(0.42813,0)
(0.414236,0)
(-0.89732,0)
(0.0352288,0)
(0.17631,0)
(0.114305,0)
(-0.692041,0)
(0.378454,0)
(-0.36503,0)
(0.0670056,0)
(0.674003,0)
(0.0451639,0)
(-0.220795,0)
(-0.810779,0)
(0.527875,0)
(-0.218672,0)
(0.897726,0)
(-0.987424,0)
(-0.435341,0)
(0.564904,0)
(-0.16032,0)
(0.693792,0)
(0.0390451,0)
(0.97597,0)
(0.00963932,0)
(-0.74077,0)
(0.881336,0)
(0.767109,0)
(0.247889,0)
(-0.0568903,0)
(-0.000623504,0)
(0.0731033,0)
(-0.638073,0)
(0.927609,0)
(0.11964,0)
(0.0320936,0)
(-0.836204,0)
(0.736485,0)
(-0.678741,0)
(0.265157,0)
(-0.844266,0)
(0.353485,0)
(0.584697,0)
(0.340687,0)
(0.130464,0)
(-0.428811,0)
(-0.565171,0)
(0.633789,0)
(-0.115818,0)
(0.356483,0)
(0.745566,0)
(-0.689611,0)
(0.189902,0)
(0.258739,0)
(-0.570236,0)
(0.456962,0)
(0.556809,0)
(-0.841103,0)
(-0.929551,0)
(-0.905516,0)
(-0.404054,0)
(0.294413,0)
(0.995415,0)
(-0.649213,0)
(0.820987,0)
(0.182072,0)
(-0.911073,0)
(0.083782,0)
(-0.734093,0)
(0.885497,0)
(0.571461,0)
(0.339442,0)
(-0.482418,0)
(-0.628397,0)
(-0.801556,0)
(-0.987153,0)
(-0.366156,0)
(-0.565147,0)
(-0.787983,0)
(-0.381051,0)
(0.939418,0)
(-0.724612,0)
(-0.904946,0)
(0.843272,0)
(0.990379,0)
(0.598642,0)
(0.579132,0)
(0.282593,0)
(-0.315427,0)
(0.378196,0)
(0.933793,0)
(0.0122993,0)
(0.614905,0)
(0.0229419,0)
(-0.402963,0)
(-0.304571,0)
(-0.371255,0)
(0.544707,0)
(0.628988,0)
(0.822152,0)
(0.377386,0)
(0.743971,0)
(0.712038,0)
(0.478091,0)
(0.291601,0)
(0.557751,0)
(0.68163,0)
(0.0606854,0)
(-0.985866,0)
(-0.0708368,0)
(0.246499,0)
(-0.840128,0)
(-0.732943,0)
(-0.845011,0)
(-0.910518,0)
(0.424275,0)
(-0.335484,0)
(-0.132694,0)
(0.926395,0)
(-0.771654,0)
(0.895711,0)
(0.206382,0)
(0.990724,0)
(-0.407526,0)
(-0.220839,0)
(0.933543,0)
(-0.191415,0)
(-0.104279,0)
(-0.264412,0)
(-0.441918,0)
(0.363322,0)
(0.493469,0)
(-0.882363,0)
(-0.671421,0)
(-0.000583907,0)
(-0.841925,0)
(0.387705,0)
(0.43773,0)
(0.947746,0)
(-0.644616,0)
(0.157171,0)
(-0.606825,0)
(0.92676,0)
(-0.738022,0)
(-0.407885,0)
(0.124611,0)
(-0.749392,0)
(0.645791,0)
(0.551995,0)
(-0.801713,0)
(-0.0804167,0)
(-0.856282,0)
(-0.727772,0)
(-0.0835268,0)
(0.810271,0)
(-0.948904,0)
(-0.398426,0)
(-0.00351098,0)
(-0.433572,0)
(-0.852764,0)
(-0.149287,0)
(0.880254,0)
(-0.0326887,0)
(-0.470492,0)
(0.592099,0)
(-0.859928,0)
(0.0925906,0)
(0.387152,0)
(0.560782,0)
(-0.963275,0)
(-0.723889,0)
(-0.728133,0)
(-0.818206,0)
(0.926659,0)
(-0.00432033,0)
(0.494128,0)
(0.209098,0)
(-0.106742,0)
(0.127138,0)
(-0.645583,0)
(0.000869059,0)
(0.428608,0)
(0.556672,0)
(0.610417,0)
(-0.852865,0)
(-0.466696,0)
(0.288967,0)
(-0.68105,0)
(0.897798,0)
(0.627028,0)
(0.437318,0)
(-0.28436,0)
(0.378864,0)
(-0.768131,0)
(-0.983526,0)
(-0.0852913,0)
(-0.147831,0)
(-0.449795,0)
(-0.0333328,0)
(-0.443076,0)
(0.961791,0)
(0.571541,0)
(0.0611075,0)
(0.204183,0)
(-0.0568078,0)
(0.318755,0)
(-0.031967,0)
(0.829084,0)
(-0.628129,0)
(-0.307347,0)
(-0.22335,0)
(0.378168,0)
(0.926539,0)
(-0.543598,0)
(0.604595,0)
(-0.120465,0)
(0.550939,0)
(-0.266606,0)
(0.53024,0)
(0.29114,0)
(0.863135,0)
(-0.747086,0)
(0.368548,0)
(-0.157428,0)
(0.696562,0)
(-0.118504,0)
(-0.702445,0)
(0.380083,0)
(-0.677144,0)
(-0.231674,0)
(0.153788,0)
(-0.543429,0)
(0.833678,0)
(0.695158,0)
(-0.247788,0)
(-0.901057,0)
(-0.120241,0)
(0.958375,0)
(-0.108502,0)
(-0.0389957,0)
(-0.955663,0)
(-0.995328,0)
(-0.00311701,0)
(0.126274,0)
(0.338466,0)
(0.890746,0)
(-0.208172,0)
(-0.402726,0)
(0.369379,0)
(0.247185,0)
(0.698748,0)
(0.479931,0)
(-0.714904,0)
(-0.594173,0)
(0.710811,0)
(-0.869297,0)
(0.80098,0)
(-0.0769022,0)
(0.140745,0)
(-0.910615,0)
(-0.68967,0)
(0.92609,0)
(-0.260492,0)
(0.981345,0)
(-0.156722,0)
(0.633609,0)
(0.0581519,0)
(0.493628,0)
(0.550522,0)
(-0.662742,0)
(-0.229882,0)
(-0.488199,0)
(-0.920022,0)
(-0.2013,0)
(0.526046,0)
(-0.711504,0)
(-0.311033,0)
(-0.042158,0)
(0.807056,0)
(0.29945,0)
(-0.59545,0)
(0.748075,0)
(-0.864448,0)
(0.672592,0)
(0.986174,0)
(0.279272,0)
(-0.26769,0)
(0.488483,0)
(0.992474,0)
(-0.539443,0)
(-0.0952153,0)
(-0.683633,0)
(-0.947156,0)
(0.529512,0)
(0.244702,0)
(-0.93805,0)
(0.705213,0)
(0.670406,0)
(-0.0846624,0)
(0.633239,0)
(-0.51843,0)
(-0.149445,0)
(-0.87334,0)
(0.776773,0)
(-0.663711,0)
(-0.270271,0)
(0.655122,0)
(-0.41691,0)
(-0.342815,0)
(0.84187,0)
(-0.334713,0)
(0.196963,0)
(0.672367,0)
(-0.0668727,0)
(0.0447322,0)
(0.108102,0)
(-0.304244,0)
(0.407731,0)
(-0.201371,0)
(-0.460214,0)
(0.793884,0)
(-0.0724503,0)
(-0.845863,0)
(-0.889344,0)
(0.743049,0)
(0.707416,0)
(-0.670634,0)
(0.963613,0)
(0.12436,0)
(-0.851486,0)
(0.933838,0)
(-0.0775733,0)
(0.0497892,0)
(-0.556683,0)
(-0.556119,0)
(0.429668,0)
(0.720335,0)
(0.428871,0)
(-0.846711,0)
(0.458143,0)
(0.344072,0)
(-0.25671,0)
(-0.415702,0)
(0.56781,0)
(0.818035,0)
(-0.696378,0)
(-0.15128,0)
(-0.171373,0)
(0.994939,0)
(0.293532,0)
(0.250301,0)
(-0.432913,0)
(0.670289,0)
(0.0758107,0)
(-0.359949,0)
(0.831924,0)
(0.325276,0)
(-0.276835,0)
(-0.400942,0)
(-0.299634,0)
(-0.610084,0)
(0.331345,0)
(-0.833609,0)
(-0.744241,0)
(-0.782186,0)
(0.729924,0)
(0.803544,0)
(0.490948,0)
(0.0216818,0)
(-0.245122,0)
(0.271304,0)
(-0.399942,0)
(-0.231992,0)
(0.893065,0)
(0.213878,0)
(-0.748962,0)
(-0.818097,0)
(-0.121363,0)
(0.60424,0)
(-0.319482,0)
(0.411153,0)
(-0.922947,0)
(0.308915,0)
(-0.189158,0)
(0.791499,0)
(0.828209,0)
(0.308685,0)
(0.306406,0)
(-0.390623,0)
(0.702279,0)
(-0.516932,0)
(0.937569,0)
(-0.171267,0)
(-0.808626,0)
(0.983541,0)
(0.311752,0)
(-0.484057,0)
(-0.959999,0)
(0.426815,0)
(-0.0868881,0)
(-0.182039,0)
(-0.309431,0)
(0.962258,0)
(0.640089,0)
(0.973111,0)
(-0.214801,0)
(-0.94595,0)
(0.441834,0)
(0.170633,0)
(0.166606,0)
(-0.460579,0)
(0.633465,0)
(0.0849189,0)
(0.4581,0)
(0.490845,0)
(0.11917,0)
(0.23665,0)
(-0.0222571,0)
(0.560647,0)
(0.558512,0)
(-0.773461,0)
(0.611568,0)
(0.681096,0)
(-0.0991398,0)
(0.704175,0)
(-0.765303,0)
(0.766346,0)
(-0.418992,0)
(-0.42994,0)
(0.37775,0)
(-0.831608,0)
(0.29684,0)
(0.660864,0)
(-0.0239495,0)
(-0.513429,0)
(0.906093,0)
(0.728438,0)
(0.451377,0)
(0.664423,0)
(0.582621,0)
(0.82715,0)
(-0.33605,0)
(0.726322,0)
(-0.208333,0)
(-0.518977,0)
(-0.131501,0)
(0.851296,0)
(-0.311322,0)
(-0.207075,0)
(-0.106619,0)
(-0.980141,0)
(0.726823,0)
(0.539589,0)
(-0.914892,0)
(0.598943,0)
(0.543885,0)
(-0.539788,0)
(-0.347229,0)
(0.717007,0)
(0.414502,0)
(0.239325,0)
(0.637208,0)
(0.812487,0)
(-0.712285,0)
(0.97642,0)
(-0.803994,0)
(0.815844,0)
(0.699418,0)
(0.0352951,0)
(0.820502,0)
(0.079046,0)
(0.522773,0)
(0.97216,0)
(0.243058,0)
(-0.768816,0)
(0.674676,0)
(0.306199,0)
(0.0909922,0)
(0.718389,0)
(0.362177,0)
(0.531683,0)
(0.974039,0)
(-0.599237,0)
(0.546137,0)
(-0.0596243,0)
(0.0990943,0)
(0.935856,0)
(0.428748,0)
(0.711856,0)
(-0.40877,0)
(-0.901872,0)
(-0.607115,0)
(-0.199776,0)
(0.43635,0)
(0.207223,0)
(-0.777839,0)
(0.218706,0)
(-0.204287,0)
(0.0775704,0)
(0.600854,0)
(-0.622831,0)
(-0.45018,0)
(0.478729,0)
(0.593083,0)
(0.244139,0)
(0.182187,0)
(0.460786,0)
(-0.842476,0)
(0.654918,0)
(-0.606482,0)
(0.5901,0)
(-0.290537,0)
(0.559465,0)
(0.148998,0)
(-0.34837,0)
(0.607798,0)
(0.781639,0)
(-0.565035,0)
(-0.799574,0)
(-0.897952,0)
(0.849502,0)
(-0.0241831,0)
(-0.787103,0)
(-0.215275,0)
(0.219843,0)
(-0.695346,0)
(-0.222139,0)
(-0.442562,0)
(-0.752624,0)
(-0.0746462,0)
(0.941219,0)
(-0.838113,0)
(-0.154184,0)
(0.339667,0)
(0.695452,0)
(0.666544,0)
(0.768722,0)
(-0.215084,0)
(0.845328,0)
(0.985753,0)
(-0.134779,0)
(0.877751,0)
(-0.0124071,0)
(-0.312109,0)
(-0.767215,0)
(-0.2805,0)
(-0.802586,0)
(0.981301,0)
(-0.142428,0)
(0.58644,0)
(0.638807,0)
(-0.445883,0)
(0.106895,0)
(0.900703,0)
(0.980109,0)
(0.512954,0)
(-0.0969366,0)
(0.399403,0)
(-0.971582,0)
(0.931035,0)
(0.814241,0)
(-0.419758,0)
(-0.850904,0)
(0.50602,0)
(0.718106,0)
(-0.320946,0)
(0.499271,0)
(0.74617,0)
(0.396823,0)
(-0.676436,0)
(0.356153,0)
(-0.815038,0)
(0.151326,0)
(-0.53096,0)
(-0.203119,0)
(-0.787066,0)
(0.136785,0)
(-0.797104,0)
(-0.0191637,0)
(0.822787,0)
(0.727235,0)
(0.627665,0)
(-0.469577,0)
(0.48981,0)
(0.531337,0)
(0.644929,0)
(0.903778,0)
(-0.068414,0)
(-0.108328,0)
(0.166321,0)
(0.967694,0)
(0.356999,0)
(-0.770932,0)
(-0.548354,0)
(-0.480937,0)
(-0.788608,0)
(-0.956324,0)
(-0.0721844,0)
(0.864183,0)
(0.733334,0)
(-0.0959089,0)
(-0.884949,0)
(-0.845252,0)
(-0.594366,0)
(-0.576401,0)
(0.682073,0)
(0.54899,0)
(0.131646,0)
(0.359254,0)
(0.857783,0)
(-0.204591,0)
(-0.591356,0)
(0.286245,0)
(0.475625,0)
(0.878578,0)
(-0.702321,0)
(-0.49262,0)
(-0.312604,0)
(-0.967355,0)
(0.31898,0)
(0.0418311,0)
(-0.469255,0)
(0.183854,0)
(-0.372282,0)
(0.223331,0)
(-0.901855,0)
(0.980214,0)
(-0.436755,0)
(0.619469,0)
(-0.911158,0)
(-0.585171,0)
(-0.254869,0)
(-0.878958,0)
(-0.746952,0)
(0.715957,0)
(-0.316375,0)
(0.61329,0)
(-0.450694,0)
(-0.699068,0)
(0.283973,0)
(0.625725,0)
(-0.692051,0)
(0.880442,0)
(-0.213774,0)
(0.161782,0)
(0.633013,0)
(0.41528,0)
(-0.583951,0)
(0.0363853,0)
(0.995258,0)
(0.48377,0)
(0.588357,0)
(-0.571795,0)
(-0.639957,0)
(-0.163323,0)
(-0.527182,0)
(-0.883267,0)
(-0.530686,0)
(-0.276342,0)
(0.22409,0)
(-0.462978,0)
(-0.475098,0)
(-0.576924,0)
(-0.0953495,0)
(0.0167949,0)
(0.22435,0)
(-0.0339187,0)
(0.968048,0)
(0.226602,0)
(0.996578,0)
(0.901167,0)
(0.826239,0)
(0.871042,0)
(0.400847,0)
(-0.766626,0)
(0.425468,0)
(-0.862295,0)
(0.777088,0)
(0.434614,0)
(-0.247402,0)
(0.670741,0)
(-0.853528,0)
(-0.0525226,0)
(-0.368459,0)
(-0.187351,0)
(-0.241762,0)
(-0.713961,0)
(0.136221,0)
(0.832041,0)
(-0.719922,0)
(0.865643,0)
(-0.306329,0)
(-0.406776,0)
(0.633611,0)
(0.879102,0)
(0.770633,0)
(-0.033625,0)
(-0.886943,0)
(0.317097,0)
(0.0301972,0)
(-0.150294,0)
(-0.0819556,0)
(0.916648,0)
(0.859097,0)
(-0.486116,0)
(0.0810093,0)
(-0.866235,0)
(0.874256,0)
(0.978707,0)
(-0.668988,0)
(0.317841,0)
(0.0710764,0)
(-0.899518,0)
(-0.629554,0)
(0.449928,0)
(-0.269825,0)
(0.388366,0)
(-0.464184,0)
(0.41449,0)
(-0.665514,0)
(-0.872268,0)
(-0.307533,0)
(0.167401,0)
(0.918565,0)
(0.778139,0)
(0.643099,0)
(0.0410174,0)
(-0.4512,0)
(0.781263,0)
(0.0494665,0)
(-0.0447693,0)
(-0.651436,0)
(0.774666,0)
(-0.512811,0)
(0.429924,0)
(0.804144,0)
(-0.570475,0)
(-0.21098,0)
(0.807921,0)
(0.115255,0)
(-0.144682,0)
(-0.715132,0)
(0.818711,0)
(-0.743647,0)
(-0.110279,0)
(-0.649594,0)
(-0.420662,0)
(-0.341037,0)
(-0.778691,0)
(-0.454627,0)
(0.349375,0)
(0.388318,0)
(-0.583346,0)
(0.506297,0)
(0.445035,0)
(0.047672,0)
(0.369009,0)
(-0.411698,0)
(-0.136296,0)
(0.804813,0)
(0.0774633,0)
(0.597508,0)
(-0.495685,0)
(0.309818,0)
(-0.282373,0)
(-0.406845,0)
(0.827718,0)
(0.22534,0)
(-0.752882,0)
(-0.464645,0)
(-0.565887,0)
(-0.632603,0)
(-0.831671,0)
(0.878069,0)
(-0.543026,0)
(0.22356,0)
(-0.817471,0)
(0.933191,0)
(0.423329,0)
(0.500549,0)
(-0.0674109,0)
(-0.422859,0)
(0.354097,0)
(-0.172241,0)
(0.783599,0)
(-0.936423,0)
(-0.486214,0)
(0.73989,0)
(-0.683143,0)
(-0.472815,0)
(0.760607,0)
(0.102999,0)
(-0.688272,0)
(0.912474,0)
(0.864755,0)
(-0.781618,0)
(-0.251444,0)
(-0.991562,0)
(0.902147,0)
(-0.110787,0)
(-0.560794,0)
(-0.339389,0)
(-0.975401,0)
(-0.850433,0)
(0.384709,0)
(-0.411908,0)
(-0.871021,0)
(-0.27093,0)
(0.56022,0)
(-0.305394,0)
(0.147294,0)
(-0.264481,0)
(-0.132013,0)
(-0.850751,0)
(0.266505,0)
(0.23053,0)
(-0.02054,0)
(-0.368821,0)
(0.614492,0)
(-0.913767,0)
(-0.0337972,0)
(0.89671,0)
(-0.00473909,0)
(-0.119999,0)
(0.457865,0)
(-0.44098,0)
(0.694193,0)
(0.354343,0)
(0.829578,0)
(0.157954,0)
(-0.951567,0)
(0.331817,0)
(-0.708703,0)
(0.890506,0)
(-0.472264,0)
(0.940733,0)
(0.422975,0)
(-0.792057,0)
(0.293861,0)
(0.146513,0)
(-0.390478,0)
(-0.153275,0)
(0.994765,0)
(-0.319927,0)
(-0.38478,0)
(0.624511,0)
(0.728722,0)
(0.471757,0)
(-0.141348,0)
(0.562249,0)
(-0.493007,0)
(-0.563544,0)
(0.618413,0)
(0.171271,0)
(-0.515572,0)
(-0.672202,0)
(-0.342468,0)
(-0.425849,0)
(-0.181383,0)
(-0.986636,0)
(-0.034687,0)
(0.896486,0)
(-0.457388,0)
(-0.104802,0)
(0.920342,0)
(0.117567,0)
(-0.56576,0)
(0.609059,0)
(0.920839,0)
(0.939032,0)
(-0.413556,0)
(0.821271,0)
(-0.750351,0)
(0.606326,0)
(-0.187171,0)
(0.156146,0)
(0.926914,0)
(-0.979822,0)
(0.336219,0)
(-0.0454847,0)
(0.350846,0)
(0.245023,0)
(0.319734,0)
(-0.117196,0)
(-0.944397,0)
(0.162839,0)
(-0.506043,0)
(-0.398742,0)
(0.647678,0)
(0.755298,0)
(-0.302367,0)
(0.14781,0)
(0.84289,0)
(-0.995946,0)
(-0.472973,0)
(0.673606,0)
(-0.24758,0)
(0.554669,0)
(-0.494972,0)
(-0.220606,0)
(0.111649,0)
(-0.725021,0)
(0.991821,0)
(-0.0893019,0)
(0.267129,0)
(0.0189981,0)
(0.0820521,0)
(-0.979038,0)
(0.670407,0)
(-0.528949,0)
(-0.671336,0)
(-0.782236,0)
(-0.824234,0)
(0.199837,0)
(0.437378,0)
(0.434341,0)
(0.227645,0)
(0.758361,0)
(-0.223989,0)
(-0.0416391,0)
(-0.290836,0)
(-0.536623,0)
(-0.647512,0)
(0.59012,0)
(0.771428,0)
(0.182748,0)
(-0.593379,0)
(0.738867,0)
(-0.795996,0)
(-0.670577,0)
(-0.879244,0)
(-0.150711,0)
(0.654993,0)
(0.235515,0)
(-0.784059,0)
(-0.900248,0)
(0.458354,0)
(-0.393187,0)
(0.457894,0)
(0.0917825,0)
(0.580577,0)
(-0.457326,0)
(0.883207,0)
(0.31313,0)
(-0.637935,0)
(-0.299855,0)
(-0.276502,0)
(0.625576,0)
(-0.0094156,0)
(-0.585375,0)
(-0.988117,0)
(-0.848025,0)
(0.917574,0)
(0.845726,0)
(0.263998,0)
(0.329879,0)
(-0.457598,0)
(0.667423,0)
(0.721159,0)
(-0.365225,0)
(-0.266491,0)
(-0.750211,0)
(0.0625496,0)
(0.658325,0)
(0.354002,0)
(-0.369964,0)
(-0.708201,0)
(0.811369,0)
(0.332952,0)
(0.496052,0)
(0.39851,0)
(-0.982833,0)
(0.913802,0)
(-0.0983478,0)
(0.46998,0)
(-0.441999,0)
(0.416059,0)
(0.292186,0)
(0.0750849,0)
(0.783438,0)
(0.735173,0)
(-0.175982,0)
(-0.727554,0)
(0.874414,0)
(-0.200819,0)
(0.438628,0)
(-0.93125,0)
(-0.889458,0)
(0.334686,0)
(0.203351,0)
(0.700643,0)
(0.664461,0)
(0.199955,0)
(0.829106,0)
(-0.505877,0)
(-0.900624,0)
(0.803331,0)
(0.164037,0)
(-0.311551,0)
(-0.442134,0)
(-0.714863,0)
(-0.613165,0)
(0.736217,0)
(-0.941077,0)
(-0.954236,0)
(-0.643283,0)
(-0.706873,0)
(-0.442208,0)
(-0.0544176,0)
(0.850767,0)
(-0.670714,0)
(-0.671935,0)
(-0.676741,0)
(0.670725,0)
(0.535819,0)
(0.197939,0)
(-0.118189,0)
(-0.750455,0)
(0.355196,0)
(0.0314267,0)
(-0.398624,0)
(-0.675489,0)
(-0.99137,0)
(0.930183,0)
